"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
8.096306846E1,3.173089027E-2,2.512196451E-2,7.301705424E-3,4.112514317E-2
8.097302546E1,3.463674709E-2,2.223193087E-2,7.141046226E-3,4.177268893E-2
8.098298346E1,3.118662164E-2,1.683663391E-2,8.778623305E-3,3.651221491E-2
8.099294046E1,3.181406111E-2,9.947807528E-3,1.368770655E-2,3.603396549E-2
8.100289846E1,2.665738575E-2,8.174141869E-3,1.302378066E-2,3.077420467E-2
8.101285646E1,1.945158094E-2,3.268412314E-3,1.928889379E-2,2.758818486E-2
8.102281346E1,1.447147038E-2,-1.013950445E-3,2.505730093E-2,2.895375416E-2
8.103277146E1,4.602422938E-3,-4.242422059E-3,2.619608492E-2,2.693353498E-2
8.104272846E1,1.744850539E-3,-6.758576259E-3,2.893914282E-2,2.976905850E-2
8.105268646E1,-8.643413894E-4,-1.256703585E-2,2.649548277E-2,2.933748598E-2
8.106264446E1,-3.278763033E-3,-1.736019365E-2,2.410689555E-2,2.988760653E-2
8.107260146E1,-3.216089215E-3,-1.631048322E-2,2.344435267E-2,2.874043780E-2
8.108255946E1,-1.495953649E-3,-1.877444051E-2,2.557168528E-2,3.175891343E-2
8.109251646E1,2.148682252E-4,-1.846484840E-2,2.674759179E-2,3.250277621E-2
8.110247446E1,6.612579338E-3,-2.348970063E-2,2.796252817E-2,3.711327556E-2
8.111243146E1,1.750720292E-2,-2.429442480E-2,2.850639075E-2,4.134411136E-2
8.112238946E1,2.410891280E-2,-2.936588041E-2,3.110670298E-2,4.910419106E-2
8.113234746E1,2.868520468E-2,-3.258562088E-2,2.955772355E-2,5.251973608E-2
8.114230446E1,3.131614253E-2,-3.657423705E-2,3.352370113E-2,5.867038551E-2
8.115226246E1,3.299561888E-2,-3.286349401E-2,3.439487517E-2,5.789410628E-2
8.116221946E1,3.172742203E-2,-3.556793183E-2,3.250642866E-2,5.769207040E-2
8.117217746E1,2.590592951E-2,-3.592604771E-2,3.156955540E-2,5.439149673E-2
8.118213446E1,2.282678336E-2,-3.471111134E-2,3.200604767E-2,5.244340164E-2
8.119209246E1,1.926711388E-2,-3.837048262E-2,2.887659147E-2,5.174333918E-2
8.120205046E1,1.879200712E-2,-4.012843594E-2,2.779534832E-2,5.230690481E-2
8.121200746E1,2.024378814E-2,-3.898453340E-2,2.673596144E-2,5.142388975E-2
8.122196546E1,2.066483535E-2,-4.831172153E-2,2.246424928E-2,5.714630656E-2
8.123192246E1,2.154712379E-2,-5.131684989E-2,2.187366039E-2,5.980095856E-2
8.124188046E1,1.986986771E-2,-5.400291458E-2,2.211733907E-2,6.164659856E-2
8.125183746E1,1.992198825E-2,-5.558201671E-2,2.340528183E-2,6.351419853E-2
8.126179546E1,1.755017787E-2,-6.119329855E-2,2.169073746E-2,6.725411974E-2
8.127175346E1,1.425042655E-2,-6.352819502E-2,2.404743060E-2,6.940594455E-2
8.128171046E1,1.259953436E-2,-6.099259853E-2,2.895030938E-2,6.868017003E-2
8.129166846E1,1.256731991E-2,-6.247910112E-2,2.752872556E-2,6.942194421E-2
8.130162546E1,1.327172574E-2,-6.001194566E-2,2.669089288E-2,6.700728385E-2
8.131158346E1,1.315046288E-2,-5.978842825E-2,2.487650886E-2,6.607897941E-2
8.132154146E1,1.408443414E-2,-6.111681089E-2,2.751836181E-2,6.849011677E-2
8.133149846E1,1.461963728E-2,-6.352761388E-2,2.425498515E-2,6.955426532E-2
8.134145646E1,1.772302017E-2,-6.159282476E-2,2.149461955E-2,6.760029715E-2
8.135141346E1,2.159178816E-2,-5.798493326E-2,1.436396129E-2,6.351992746E-2
8.136137146E1,2.351139486E-2,-5.487595871E-2,1.467341930E-2,6.147735979E-2
8.137132846E1,2.552501671E-2,-5.332876742E-2,1.372298226E-2,6.069435027E-2
8.138128646E1,2.730826847E-2,-5.247096345E-2,1.140789688E-2,6.024187616E-2
8.139124446E1,2.555616945E-2,-4.932539538E-2,1.203955337E-2,5.684244252E-2
8.140120146E1,2.548692748E-2,-4.312236235E-2,8.395550773E-3,5.078983047E-2
8.141115946E1,2.030522004E-2,-4.056634009E-2,1.050767023E-2,4.656544902E-2
8.142111646E1,2.029430121E-2,-3.848081827E-2,8.988070302E-3,4.442316338E-2
8.143107446E1,1.431851555E-2,-3.600964695E-2,6.925648078E-3,3.936596452E-2
8.144103146E1,9.506714530E-3,-3.312464431E-2,2.870719414E-3,3.458121906E-2
8.145098946E1,2.444370650E-3,-2.926135622E-2,-4.083120264E-3,2.964580555E-2
8.146094746E1,-7.733964361E-3,-2.381971851E-2,-6.852541119E-3,2.596440861E-2
8.147090446E1,-1.686301827E-2,-2.166729793E-2,-1.147434488E-2,2.975724744E-2
8.148086246E1,-1.995787770E-2,-1.751915738E-2,-2.347774431E-2,3.544632894E-2
8.149081946E1,-2.425808460E-2,-1.147055905E-2,-2.570476010E-2,3.715862060E-2
8.150077746E1,-2.602722123E-2,-8.446273394E-3,-2.623259649E-2,3.790652843E-2
8.151073446E1,-3.141124174E-2,-2.738747513E-3,-2.300863340E-2,3.903285868E-2
8.152069246E1,-3.407014161E-2,3.378266934E-3,-2.399906144E-2,4.181079032E-2
8.153065046E1,-3.676082566E-2,9.431233630E-3,-2.259197831E-2,4.416677434E-2
8.154060746E1,-3.846737742E-2,1.753443293E-2,-2.151100151E-2,4.743330739E-2
8.155056546E1,-3.974809498E-2,2.214175835E-2,-2.667795494E-2,5.274354744E-2
8.156052246E1,-4.300967231E-2,2.831017040E-2,-2.105841972E-2,5.563051952E-2
8.157048046E1,-4.591720551E-2,3.293847293E-2,-1.830046251E-2,5.939898727E-2
8.158043846E1,-4.694971442E-2,3.802830726E-2,-2.099531516E-2,6.396273209E-2
8.159039546E1,-4.514792562E-2,3.982469440E-2,-2.447921596E-2,6.498902588E-2
8.160035346E1,-4.015982524E-2,3.775168955E-2,-3.409242630E-2,6.480968414E-2
8.161031046E1,-3.191892803E-2,4.137073830E-2,-3.487139195E-2,6.282013953E-2
8.162026846E1,-2.647596039E-2,4.267488793E-2,-2.923561074E-2,5.811061412E-2
8.163022546E1,-1.870405860E-2,4.466349259E-2,-2.148109674E-2,5.297269953E-2
8.164018346E1,-1.459320262E-2,4.478333518E-2,-1.890954748E-2,5.075509490E-2
8.165014146E1,-6.617115811E-3,4.697663337E-2,-2.030988038E-2,5.160505349E-2
8.166009846E1,-1.561903860E-3,4.853405058E-2,-2.112666890E-2,5.295592270E-2
8.167005646E1,1.007955521E-3,5.350393802E-2,-1.994549856E-2,5.710963378E-2
8.168001346E1,1.419946551E-3,5.744834617E-2,-1.336962078E-2,5.900063970E-2
8.168997146E1,5.219385028E-3,6.015853956E-2,-1.005845517E-2,6.121653684E-2
8.169992846E1,4.487814382E-3,6.374208629E-2,-1.338367723E-2,6.528642170E-2
8.170988658E1,3.049795516E-3,6.385466456E-2,-2.097397670E-2,6.728021357E-2
8.171984458E1,3.184552304E-3,6.186661124E-2,-2.948677167E-2,6.860822592E-2
8.172980158E1,3.494632430E-3,6.397867948E-2,-3.501418978E-2,7.301696631E-2
8.173975958E1,-4.620263353E-4,6.475446373E-2,-3.687387332E-2,7.451869950E-2
8.174971658E1,-6.520906463E-4,6.166969612E-2,-3.186411783E-2,6.941828756E-2
8.175967458E1,-6.785883103E-3,6.178687513E-2,-2.913038433E-2,6.864579695E-2
8.176963158E1,-1.213262323E-2,5.915133283E-2,-3.129103035E-2,6.800889134E-2
8.177958958E1,-2.105767466E-2,5.516884476E-2,-3.127931431E-2,6.682381759E-2
8.178954758E1,-2.977562696E-2,5.497190356E-2,-3.099608421E-2,6.978005000E-2
8.179950458E1,-3.365745023E-2,5.735090375E-2,-2.611291036E-2,7.144112404E-2
8.180946258E1,-3.832401335E-2,5.181352794E-2,-2.232150361E-2,6.820279467E-2
8.181941958E1,-3.614395112E-2,4.426772520E-2,-1.967618801E-2,6.044145160E-2
8.182937758E1,-3.892268613E-2,3.767149895E-2,-2.588503622E-2,6.003459360E-2
8.183933558E1,-3.637643903E-2,3.400352597E-2,-3.364362568E-2,6.009474723E-2
8.184929258E1,-3.535244986E-2,3.027288988E-2,-3.627352789E-2,5.900857903E-2
8.185925058E1,-3.206903860E-2,3.194721788E-2,-3.386523202E-2,5.653230852E-2
8.186920758E1,-2.425594628E-2,2.510595880E-2,-2.810494602E-2,4.481682818E-2
8.187916558E1,-1.702652872E-2,1.826935820E-2,-2.434855700E-2,3.487870922E-2
8.188912258E1,-1.235322095E-2,1.033673529E-2,-1.735495031E-2,2.367793202E-2
8.189908058E1,-4.504086450E-3,6.563302595E-3,-1.555092447E-2,1.746983078E-2
8.190903858E1,8.564209566E-4,5.148123018E-3,-6.526363082E-3,8.356437192E-3
8.191899558E1,3.025566228E-3,2.078030957E-3,1.302920282E-5,3.670481360E-3
8.192895358E1,7.524262182E-3,-2.932732226E-3,2.219010144E-3,8.374929595E-3
8.193891058E1,1.243459899E-2,-8.740021847E-3,7.039383054E-4,1.521521485E-2
8.194886858E1,1.744506136E-2,-1.221264806E-2,-1.188360155E-3,2.132817709E-2
8.195882558E1,1.728367433E-2,-1.458951831E-2,7.967604324E-4,2.263215125E-2
8.196878358E1,1.904411241E-2,-1.843680255E-2,-1.004627906E-3,2.652551947E-2
8.197874158E1,2.195201814E-2,-2.375753038E-2,3.345112782E-3,3.251924245E-2
8.198869858E1,2.852524631E-2,-2.906172723E-2,2.002780326E-3,4.077112698E-2
8.199865658E1,2.799367718E-2,-3.560883924E-2,4.072855227E-3,4.547772580E-2
8.200861358E1,2.155938745E-2,-3.752639517E-2,7.003379054E-3,4.384158802E-2
8.201857158E1,1.555821951E-2,-3.621452302E-2,1.250200812E-2,4.135033348E-2
8.202852858E1,3.928816877E-3,-3.619382903E-2,2.127816156E-2,4.216857860E-2
8.203848658E1,-3.669181373E-3,-3.544468060E-2,2.086910233E-2,4.129537149E-2
8.204844458E1,-8.552265354E-3,-3.390439227E-2,2.013644017E-2,4.035003446E-2
8.205840158E1,-1.366633363E-2,-3.576514125E-2,1.703545637E-2,4.190609475E-2
8.206835958E1,-1.365000848E-2,-3.413496166E-2,1.114253141E-2,3.841450697E-2
8.207831658E1,-1.430967357E-2,-3.359940276E-2,1.940365694E-2,4.135442571E-2
8.208827458E1,-1.700221002E-2,-2.968431637E-2,1.464332640E-2,3.721103051E-2
8.209823258E1,-1.298376638E-2,-2.795965411E-2,1.295355055E-2,3.343822542E-2
8.210818958E1,-4.879854620E-3,-2.469909377E-2,1.022577845E-2,2.717397209E-2
8.211814758E1,5.588531494E-4,-2.269666456E-2,7.678996772E-3,2.396701672E-2
8.212810458E1,8.799461648E-3,-2.022242360E-2,1.490634959E-2,2.661909464E-2
8.213806258E1,1.493085735E-2,-1.584152319E-2,1.976129226E-2,2.940056173E-2
8.214801958E1,2.247577906E-2,-1.385294273E-2,2.963149361E-2,3.968740456E-2
8.215797758E1,2.665401250E-2,-1.304014586E-2,3.134576976E-2,4.316293628E-2
8.216793558E1,3.462690115E-2,-9.867550805E-3,2.903954312E-2,4.625673904E-2
8.217789258E1,3.943763301E-2,-7.791350596E-3,2.595080808E-2,4.784847418E-2
8.218785058E1,4.646740109E-2,-9.197259322E-3,2.822177112E-2,5.513870971E-2
8.219780758E1,4.883202165E-2,-7.313339040E-3,3.459311649E-2,6.028876326E-2
8.220776558E1,4.849788547E-2,-6.618920714E-3,3.534106165E-2,6.037255705E-2
8.221772258E1,5.030563474E-2,-6.190684624E-3,3.516502678E-2,6.168922573E-2
8.222768058E1,4.808455333E-2,-3.683687886E-3,2.596600354E-2,5.477159086E-2
8.223763858E1,4.959323257E-2,-3.780892817E-3,1.992089301E-2,5.357822175E-2
8.224759558E1,4.834537953E-2,-4.563893192E-3,2.145999670E-2,5.309083067E-2
8.225755358E1,4.599860311E-2,-8.735505398E-4,2.961060405E-2,5.471217826E-2
8.226751058E1,3.619204089E-2,3.417037660E-4,3.798848391E-2,5.247004378E-2
8.227746858E1,3.011950105E-2,2.343602013E-3,3.803961724E-2,4.857663321E-2
8.228742658E1,2.560686320E-2,-4.690499976E-3,3.147566319E-2,4.084641485E-2
8.229738358E1,1.987014711E-2,-6.737405434E-3,2.527449466E-2,3.284837071E-2
8.230734158E1,8.539810777E-3,-7.733345032E-3,2.287529409E-2,2.561273264E-2
8.231729858E1,-3.527505323E-3,-6.202293560E-3,2.585590445E-2,2.682237003E-2
8.232725658E1,-1.155292988E-2,-5.829427857E-3,2.788646333E-2,3.074259675E-2
8.233721358E1,-1.570905745E-2,-4.280533642E-3,2.549334802E-2,3.024910325E-2
8.234717158E1,-1.968551800E-2,-1.162561029E-2,1.298339665E-2,2.629150095E-2
8.235712958E1,-1.562100090E-2,-1.220564730E-2,5.377142224E-3,2.054037862E-2
8.236708658E1,-9.311982431E-3,-1.493975241E-2,1.968628261E-3,1.771396952E-2
8.237704458E1,-8.628615178E-3,-1.319218520E-2,7.677380461E-3,1.753365110E-2
8.238700158E1,-6.692578085E-3,-1.333202980E-2,1.492204890E-2,2.109979060E-2
8.239695958E1,1.459890977E-3,-1.226064004E-2,1.345118508E-2,1.825894181E-2
8.240691658E1,5.149163306E-3,-1.551654097E-2,9.058866650E-3,1.869063914E-2
8.241687458E1,1.149760559E-2,-1.865827106E-2,4.860393237E-3,2.244881814E-2
8.242683258E1,1.463036798E-2,-1.408807281E-2,4.545236938E-3,2.081299214E-2
8.243678958E1,1.531826332E-2,-1.115033962E-2,9.157831781E-3,2.104388623E-2
8.244674758E1,1.341516711E-2,-1.116205752E-2,1.364818774E-2,2.215471203E-2
8.245670458E1,1.546287164E-2,-1.205528248E-2,1.058075856E-2,2.227964737E-2
8.246666258E1,1.783131808E-2,-1.651123166E-2,2.697099932E-3,2.445099228E-2
8.247662058E1,2.071019635E-2,-1.326244231E-2,-5.639126524E-3,2.523101973E-2
8.248657758E1,2.324187756E-2,-1.158994809E-2,-3.655143082E-3,2.622731096E-2
8.249653558E1,2.359155193E-2,-9.228522889E-3,3.050963394E-3,2.551539408E-2
8.250649258E1,2.140882611E-2,-7.668204606E-3,9.057801217E-3,2.447821399E-2
8.251645058E1,2.327037416E-2,-6.043942645E-3,6.155754440E-3,2.481799487E-2
8.252640758E1,2.204674482E-2,-6.629173644E-3,2.328122500E-3,2.313925355E-2
8.253636558E1,1.997773536E-2,-2.881040098E-3,-2.428282984E-3,2.032994983E-2
8.254632358E1,1.190578565E-2,8.230166277E-4,4.130679648E-3,1.262884012E-2
8.255628058E1,2.310682088E-3,-2.355998615E-3,5.476108287E-3,6.393570454E-3
8.256623858E1,-7.571606897E-3,-1.383995404E-3,8.464344777E-3,1.144070832E-2
8.257619558E1,-1.911427826E-2,-2.852462465E-3,3.557470161E-3,1.965064298E-2
8.258615358E1,-3.011144325E-2,-6.114730146E-3,-8.304128423E-4,3.073724979E-2
8.259611058E1,-3.710996360E-2,8.134833770E-4,-1.013336610E-2,3.847721744E-2
8.260606858E1,-4.536806792E-2,2.543312032E-3,-1.149190497E-2,4.686996802E-2
8.261602658E1,-4.243459553E-2,5.847229622E-3,-1.230070647E-2,4.456671820E-2
8.262598358E1,-4.024974629E-2,3.649458755E-3,-1.564256288E-2,4.333647885E-2
8.263594158E1,-3.324962780E-2,1.909615472E-3,-1.818854548E-2,3.794743162E-2
8.264589858E1,-2.595878392E-2,2.738791518E-3,-2.626577765E-2,3.703039991E-2
8.265585658E1,-1.943537034E-2,5.600358360E-3,-3.120620549E-2,3.718769817E-2
8.266581458E1,-1.146132126E-2,9.389580227E-3,-2.999232709E-2,3.345244067E-2
8.267577158E1,-8.506278507E-3,1.001302525E-2,-2.512433380E-2,2.835224149E-2
8.268572958E1,-3.094644286E-3,1.266675908E-2,-2.577569336E-2,2.888615545E-2
8.269568658E1,-8.919439279E-4,1.338714454E-2,-2.526889369E-2,2.860993169E-2
8.270564458E1,1.646129414E-3,1.340504363E-2,-2.748132870E-2,3.062071788E-2
8.271560175E1,2.495410852E-3,1.444793772E-2,-2.975300327E-2,3.316943146E-2
8.272555975E1,6.786384620E-3,1.860292070E-2,-3.141617402E-2,3.713623116E-2
8.273551775E1,9.631173685E-3,1.960426942E-2,-3.259728476E-2,3.923862714E-2
8.274547475E1,1.139135007E-2,1.664770581E-2,-3.042785637E-2,3.650703231E-2
8.275543275E1,1.089760009E-2,1.359199546E-2,-3.394535929E-2,3.815478274E-2
8.276538975E1,8.395736106E-3,1.628431864E-2,-3.584618494E-2,4.025688007E-2
8.277534775E1,2.066999674E-3,1.504408382E-2,-3.697696328E-2,3.997365081E-2
8.278530475E1,-4.050105810E-3,1.752388850E-2,-3.283721209E-2,3.744025271E-2
8.279526275E1,-1.218206808E-2,1.804293878E-2,-2.991545573E-2,3.699844475E-2
8.280522075E1,-2.127054334E-2,1.729892939E-2,-2.442479692E-2,3.671865570E-2
8.281517775E1,-3.006989509E-2,1.832451299E-2,-1.892643608E-2,3.997744801E-2
8.282513575E1,-4.255967587E-2,1.794594526E-2,-1.457629260E-2,4.843398876E-2
8.283509275E1,-4.975341260E-2,1.683807001E-2,-1.611027122E-2,5.494054519E-2
8.284505075E1,-5.315781385E-2,1.662821136E-2,-1.670017093E-2,5.814762502E-2
8.285500875E1,-5.273570120E-2,1.618985459E-2,-1.554196235E-2,5.731246083E-2
8.286496575E1,-5.030716583E-2,1.552837994E-2,-1.468058489E-2,5.465767183E-2
8.287492375E1,-4.462717474E-2,1.617739163E-2,-1.558366232E-2,4.996141767E-2
8.288488075E1,-3.696935624E-2,1.850920543E-2,-1.685675047E-2,4.464833729E-2
8.289483875E1,-2.112248167E-2,2.064293064E-2,-2.336152270E-2,3.765701210E-2
8.290479575E1,-6.998311728E-3,1.813993044E-2,-2.293600515E-2,3.006815218E-2
8.291475375E1,6.635741331E-3,1.407301612E-2,-1.996631548E-2,2.531277542E-2
8.292471175E1,1.320274267E-2,1.337454841E-2,-1.501786988E-2,2.405675321E-2
8.293466875E1,2.083136514E-2,9.798722342E-3,-1.017890591E-2,2.517083349E-2
8.294462675E1,2.351760492E-2,9.727483615E-3,-6.177902222E-3,2.618908464E-2
8.295458375E1,2.714376524E-2,1.134056132E-2,-1.025600173E-2,3.115409915E-2
8.296454175E1,2.880735323E-2,8.312387392E-3,-8.336713538E-3,3.112009281E-2
8.297449875E1,2.277156338E-2,3.047850449E-3,-1.056551374E-2,2.528761697E-2
8.298445675E1,2.184744924E-2,5.389750004E-5,-9.887659922E-3,2.398082071E-2
8.299441475E1,1.730782539E-2,-3.999699838E-3,-9.547574446E-3,2.016716629E-2
8.300437175E1,1.509252377E-2,-1.093457360E-2,-9.701246396E-3,2.101102937E-2
8.301432975E1,1.542408764E-2,-1.492398884E-2,-1.252765954E-2,2.485095926E-2
8.302428675E1,1.254068129E-2,-2.209478989E-2,-1.750358753E-2,3.085164508E-2
8.303424475E1,8.911857381E-3,-2.585570514E-2,-1.415492967E-2,3.079449178E-2
8.304420275E1,-8.575124666E-4,-2.957991883E-2,-9.358405136E-3,3.103685990E-2
8.305415975E1,-1.245930698E-2,-3.011788055E-2,-9.508058429E-4,3.260713252E-2
8.306411775E1,-2.449581772E-2,-3.328802437E-2,1.009015366E-2,4.254349366E-2
8.307407475E1,-3.553701565E-2,-3.182568401E-2,1.277009211E-2,4.938450057E-2
8.308403275E1,-4.054278880E-2,-3.134591132E-2,1.764727384E-2,5.420064718E-2
8.309398975E1,-4.324136674E-2,-3.360586986E-2,1.926887408E-2,5.805566118E-2
8.310394775E1,-4.333883896E-2,-3.618756682E-2,1.810461842E-2,5.929226056E-2
8.311390575E1,-3.852837160E-2,-3.396196291E-2,2.430205978E-2,5.681936688E-2
8.312386275E1,-2.979772538E-2,-3.660813719E-2,2.468011901E-2,5.326507693E-2
8.313382075E1,-1.896824688E-2,-3.553701192E-2,1.689383388E-2,4.368152045E-2
8.314377775E1,-5.650573410E-3,-3.754404932E-2,1.156188548E-2,3.968830829E-2
8.315373575E1,5.549883470E-3,-3.324091434E-2,7.325062994E-3,3.448791297E-2
8.316369375E1,1.283282880E-2,-2.778806724E-2,1.451978181E-2,3.387745916E-2
8.317365075E1,2.029367536E-2,-2.343752794E-2,2.157183178E-2,3.776896745E-2
8.318360875E1,2.727399580E-2,-1.649751514E-2,2.591307834E-2,4.107951414E-2
8.319356575E1,3.429248929E-2,-1.678567007E-2,2.484009042E-2,4.554957337E-2
8.320352375E1,4.167592525E-2,-1.243411750E-2,2.167455293E-2,4.859296522E-2
8.321348075E1,4.441978037E-2,-8.101420477E-3,1.878768578E-2,4.890528641E-2
8.322343875E1,4.677259549E-2,-4.541493952E-3,2.534814365E-2,5.339315727E-2
8.323339675E1,4.605194554E-2,-2.963304520E-3,2.489380911E-2,5.243343011E-2
8.324335375E1,4.860538617E-2,-1.076242886E-3,1.784697175E-2,5.178953817E-2
8.325331175E1,4.473261908E-2,-1.949759433E-3,8.113117889E-3,4.550419160E-2
8.326326875E1,4.060329497E-2,2.855222207E-3,7.539540529E-4,4.071054290E-2
8.327322675E1,3.223431110E-2,6.203347817E-3,2.246123273E-3,3.290254407E-2
8.328318375E1,2.373437956E-2,1.063863374E-2,4.502205178E-3,2.639642310E-2
8.329314175E1,1.431344915E-2,1.139870007E-2,1.000429597E-2,2.085404344E-2
8.330309975E1,2.772202715E-3,1.369069330E-2,1.365311164E-2,1.953273275E-2
8.331305675E1,-7.809867151E-3,1.840422116E-2,1.559748501E-2,2.535726563E-2
8.332301475E1,-1.718250476E-2,2.138922550E-2,1.939794607E-2,3.360085935E-2
8.333297175E1,-2.920667827E-2,2.535041049E-2,2.208587527E-2,4.453604444E-2
8.334292975E1,-3.634164855E-2,2.983352542E-2,2.530181035E-2,5.339415947E-2
8.335288675E1,-4.571171477E-2,3.132596239E-2,2.670050412E-2,6.151254919E-2
8.336284475E1,-5.004565418E-2,3.312644362E-2,2.087188140E-2,6.354183033E-2
8.337280275E1,-4.410600662E-2,3.401647136E-2,1.968171634E-2,5.907478398E-2
8.338275975E1,-4.051498324E-2,3.883601725E-2,1.639021561E-2,5.846656540E-2
8.339271775E1,-3.177635372E-2,3.744185343E-2,1.764136925E-2,5.218090602E-2
8.340267475E1,-2.308815718E-2,3.971593082E-2,1.810024679E-2,4.937648323E-2
8.341263275E1,-1.061364450E-2,3.821150959E-2,1.796282828E-2,4.353656066E-2
8.342259075E1,2.208329737E-3,3.874062374E-2,1.874780841E-2,4.309516178E-2
8.343254775E1,9.993281215E-3,4.016674682E-2,2.149272896E-2,4.663872445E-2
8.344250575E1,1.842128858E-2,4.661932588E-2,2.451756224E-2,5.580157951E-2
8.345246275E1,2.400940284E-2,4.435909539E-2,2.859486267E-2,5.798143617E-2
8.346242075E1,3.182826936E-2,4.208321124E-2,2.954863571E-2,6.047443486E-2
8.347237775E1,3.847632185E-2,3.926691785E-2,2.274692245E-2,5.949571969E-2
8.348233575E1,4.982768372E-2,3.132026270E-2,1.763222553E-2,6.143819901E-2
8.349229375E1,4.817732051E-2,3.124995530E-2,1.810973138E-2,6.021275852E-2
8.350225075E1,4.807691649E-2,2.430152893E-2,1.410692092E-2,5.568625885E-2
8.351220875E1,4.541562125E-2,2.685683221E-2,1.394233759E-2,5.457340806E-2
8.352216575E1,3.920868039E-2,2.057965286E-2,7.180890068E-3,4.485986973E-2
8.353212375E1,3.333960846E-2,1.716601476E-2,-1.057852060E-4,3.749950327E-2
8.354208075E1,2.434327453E-2,1.359721646E-2,-6.067063659E-3,2.853574201E-2
8.355203875E1,1.587202772E-2,1.038304716E-2,-3.430534154E-3,1.927427034E-2
8.356199675E1,1.272568479E-3,1.049876586E-2,2.785939723E-4,1.057927831E-2
8.357195375E1,-1.331249997E-2,8.113904856E-3,6.082687061E-3,1.673490930E-2
8.358191175E1,-2.319308370E-2,3.817556426E-3,1.882738434E-3,2.358044895E-2
8.359186875E1,-3.190534934E-2,-2.602760214E-4,-4.785018042E-3,3.226322145E-2
8.360182675E1,-4.058884084E-2,-7.696250454E-3,-1.103712246E-2,4.276101430E-2
8.361178475E1,-5.003028363E-2,-1.007605158E-2,-9.356133640E-3,5.188538650E-2
8.362174175E1,-5.342324823E-2,-1.081299968E-2,-7.424374111E-3,5.500986952E-2
8.363169975E1,-5.590637773E-2,-1.363062393E-2,-2.310837619E-3,5.759042412E-2
8.364165675E1,-5.198708922E-2,-1.930235885E-2,-7.186028175E-3,5.591848982E-2
8.365161475E1,-4.257281125E-2,-2.130132727E-2,-1.872443780E-2,5.115462220E-2
8.366157175E1,-3.448417783E-2,-2.454713173E-2,-2.517396584E-2,4.924884519E-2
8.367152975E1,-2.481317520E-2,-2.315030433E-2,-1.676636562E-2,3.785156893E-2
8.368148775E1,-1.679021679E-2,-2.242225222E-2,-2.753729001E-3,2.814696783E-2
8.369144475E1,-3.498113248E-3,-2.182330750E-2,3.151564393E-3,2.232545419E-2
8.370140275E1,1.549145952E-2,-2.446705103E-2,-4.259387963E-3,2.927053621E-2
8.371135937E1,3.350694478E-2,-2.965542302E-2,-1.313996501E-2,4.663494551E-2
8.372131737E1,4.985422641E-2,-3.035879135E-2,-2.091898024E-2,6.200567585E-2
8.373127538E1,5.402154475E-2,-2.810176089E-2,-1.258008927E-2,6.217953770E-2
8.374123237E1,4.939251766E-2,-2.442206815E-2,-3.306157887E-3,5.519953707E-2
8.375119037E1,4.947747290E-2,-2.154478803E-2,-3.686723299E-3,5.409057353E-2
8.376114737E1,5.180145055E-2,-2.168519609E-2,-1.221908443E-2,5.747124527E-2
8.377110537E1,5.211517215E-2,-2.311265096E-2,-2.620174363E-2,6.274326396E-2
8.378106237E1,4.751108959E-2,-1.840697601E-2,-2.794064581E-2,5.811024083E-2
8.379102037E1,3.656017035E-2,-1.705835201E-2,-1.822836325E-2,4.427083302E-2
8.380097837E1,2.870908007E-2,-1.198595949E-2,-9.184664115E-3,3.243813432E-2
8.381093537E1,1.357087586E-2,-9.335315786E-3,-7.619258016E-3,1.814855050E-2
8.382089337E1,9.231796488E-3,-1.123883948E-2,-1.682453975E-2,2.223966540E-2
8.383085037E1,-1.859203912E-3,-7.988184690E-3,-2.974486724E-2,3.085490011E-2
8.384080837E1,-1.424290426E-2,-4.487433471E-3,-2.932736278E-2,3.291035685E-2
8.385076637E1,-3.372152895E-2,3.418693086E-3,-2.243084088E-2,4.064445349E-2
8.386072337E1,-4.382991791E-2,6.831694860E-3,-1.397044864E-2,4.650706606E-2
8.387068137E1,-5.409080908E-2,1.104827784E-2,-1.531800907E-2,5.729329343E-2
8.388063837E1,-5.885014683E-2,1.027457509E-2,-2.553720213E-2,6.496964959E-2
8.389059637E1,-6.031168252E-2,1.361604314E-2,-3.316503018E-2,7.016277436E-2
8.390055337E1,-5.813846365E-2,1.727791876E-2,-3.195708990E-2,6.855554702E-2
8.391051137E1,-5.405956879E-2,2.030939423E-2,-2.384669706E-2,6.247858379E-2
8.392046937E1,-4.737210646E-2,2.079787478E-2,-2.013254166E-2,5.551564914E-2
8.393042637E1,-4.003589973E-2,2.418701351E-2,-2.322047949E-2,5.222140899E-2
8.394038437E1,-3.113516048E-2,2.425992675E-2,-2.729123645E-2,4.798701752E-2
8.395034137E1,-1.582917571E-2,3.173249215E-2,-2.727126516E-2,4.473517369E-2
8.396029938E1,-3.893428482E-3,3.115418740E-2,-2.522953972E-2,4.027743602E-2
8.397025737E1,7.818887942E-3,3.239042684E-2,-2.199406549E-2,3.992510084E-2
8.398021437E1,1.930909418E-2,2.953607775E-2,-1.693733409E-2,3.914197610E-2
8.399017237E1,2.926345728E-2,2.375888266E-2,-1.446938235E-2,4.037570387E-2
8.400012937E1,3.654871881E-2,2.441694774E-2,-1.454315893E-2,4.629794440E-2
